# Time forceX forceY forceZ normalForce
0.229 5.03147e-06 -0.000124504 5.29e-05 -0.00830174
0.23 2.46026e-05 -0.000138067 3.5245e-05 -0.0089121
0.231 8.17828e-06 -0.000120175 4.90852e-05 -0.00832495
0.232 4.33578e-06 -0.000120607 4.71133e-05 -0.00831943
0.233 -1.88346e-05 -0.000112083 4.26518e-05 -0.0109475
0.234 -1.36676e-05 -0.000116298 4.64869e-05 -0.0095988
0.235 -4.85219e-06 -0.00011591 4.49953e-05 -0.00878175
0.236 6.31809e-06 -0.000120199 4.61968e-05 -0.00889119
0.237 1.17819e-05 -0.000129924 2.99384e-05 -0.00841496
0.238 -2.01552e-05 -0.000116915 4.42223e-05 -0.00899212
0.239 1.3623e-06 -0.000117772 4.58264e-05 -0.00904476
0.24 1.61117e-05 -0.000132418 3.17399e-05 -0.00882891
0.241 1.02045e-05 -0.000115712 4.70186e-05 -0.00823817
0.242 1.12623e-05 -0.000117569 4.35142e-05 -0.0079042
0.243 1.26554e-05 -0.000114318 5.16977e-05 -0.00813226
0.244 1.7214e-05 -0.000133568 3.30586e-05 -0.00870629
0.245 1.24687e-05 -0.000109754 4.90552e-05 -0.00847885
0.246 1.20261e-06 -0.000114803 4.16451e-05 -0.00915217
0.247 4.03657e-06 -0.0001119 4.8763e-05 -0.0081536
0.248 2.39915e-05 -0.000124578 3.463e-05 -0.00822931
0.249 -1.14247e-07 -0.000120839 4.08828e-05 -0.00909776
0.25 7.55641e-06 -0.000111373 4.74841e-05 -0.00822438
