  Time  Coordinate0  Coordinate1  Coordinate2  Force0  Force1  Force2
 1.83000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.17189385e-04   2.01405989e-04  -7.63836849e-05
 1.84000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.16390507e-04   2.01095750e-04  -7.62663560e-05
 1.85000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.15591625e-04   2.00785491e-04  -7.61490114e-05
 1.86000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.14792751e-04   2.00475218e-04  -7.60316546e-05
 1.87000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.13989257e-04   2.00163131e-04  -7.59136034e-05
 1.88000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.13082750e-04   1.99810905e-04  -7.57803196e-05
 1.89000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.12176241e-04   1.99458657e-04  -7.56470190e-05
 1.90000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.11269740e-04   1.99106394e-04  -7.55137057e-05
 1.91000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.10363242e-04   1.98754117e-04  -7.53803804e-05
 1.92000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.09392921e-04   1.98376963e-04  -7.52376117e-05
 1.93000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.08394707e-04   1.97988924e-04  -7.50907055e-05
 1.94000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.07396500e-04   1.97600868e-04  -7.49437849e-05
 1.95000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.06398293e-04   1.97212796e-04  -7.47968511e-05
 1.96000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.05374050e-04   1.96814564e-04  -7.46460567e-05
 1.97000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.04301009e-04   1.96397304e-04  -7.44880355e-05
 1.98000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.03227972e-04   1.95980023e-04  -7.43299978e-05
 1.99000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.02154949e-04   1.95562729e-04  -7.41719477e-05
 2.00000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.01081923e-04   1.95145418e-04  -7.40138846e-05
 2.01000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.99952406e-04   1.94706078e-04  -7.38474561e-05
 2.02000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.98822893e-04   1.94266716e-04  -7.36810096e-05
 2.03000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.97693387e-04   1.93827336e-04  -7.35145485e-05
 2.04000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.96563889e-04   1.93387941e-04  -7.33480747e-05
 2.05000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.95410167e-04   1.92939088e-04  -7.31780039e-05
 2.06000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.94243514e-04   1.92485171e-04  -7.30060026e-05
 2.07000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.93076868e-04   1.92031234e-04  -7.28339852e-05
 2.08000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.91910228e-04   1.91577281e-04  -7.26619538e-05
 2.09000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.90738292e-04   1.91121243e-04  -7.24891237e-05
